date,score,scoreText,title,text,replyDate,replyText,version,thumbsUp,criterias/0/criteria,criterias/0/rating,criterias/1/criteria,criterias/1/rating,criterias/2/criteria,criterias/2/rating
2022-05-09T17:26:54.681Z,5,5,,Uso o APP a mais de 4 é maravilhoso recentemente precisei mudar de celular e não consigo acessar minha conta sós,,,3.6.9.6,0,,,,,,
2022-04-12T18:17:08.695Z,5,5,,Uso o aplicativo há mais de 3 anos e estou bem satisfeita. Fornece as informações que preciso para acompanhar o meu ciclo. Muito bom!,,,3.6.9.6,0,vaf_never_display_make_you_happy,1,vaf_phase1_smartwatch_support,3,vaf_never_display_easy_to_use,1
2022-04-27T02:14:18.600Z,5,5,,"Perfeito!!!! Tem tudo pra acompanhar nosso ciclo menstrual, inclusive dicas",,,3.6.9.6,0,,,,,,
2022-02-24T20:54:00.940Z,3,3,,"É muito limitado a seleção de periodo de ciclo e fluxo, o meu fluxo dura entre 6 a 7 dias e no aplicativo o máximo é 5",,,3.6.9.6,6,,,,,,
2022-03-01T11:35:04.631Z,5,5,,"Fácil de usar, organizado, e as notificações são muito boas!",2022-03-03T17:02:00.393Z,"Estamos satisfeitos que você tenha gostado do aplicativo. Se houver algo que possamos fazer por você, informe-nos em help@maya.live!
Tenha um dia maravilhoso!
",3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-04-24T19:47:36.291Z,5,5,,"Uso Diu de cobre e para mim esse app me deixa muito mais segura, pois controlo meu período fértil.",,,3.6.9.6,0,,,,,,
2022-03-01T16:41:44.568Z,5,5,,"Comecei hj, já estou gostando da interface. Fácil de mexer. As dicas são otimas",2022-03-03T16:58:57.331Z,"Olá, obrigado pela ótima avaliação!",3.6.9.6,0,,,,,,
2022-06-29T10:05:04.171Z,5,5,,"Ótimo aplicativo, com as informações certas sempre!",,,3.6.9.6,0,,,,,,
2022-04-25T17:04:45.632Z,5,5,,Muito útil! Fácil acesso e uso.,,,3.6.9.6,0,,,,,,
2022-06-21T18:26:39.965Z,5,5,,"Sem anúncios, muito simples",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-02-10T00:03:05.670Z,5,5,,Muito bom! Me ajuda bastante pra lembrar minhas datas de início de ciclo e final também.,,,3.6.9.6,0,vaf_phase1_workout_diary,2,vaf_never_display_app_description,1,vaf_phase1_offline_viewing,1
2022-08-15T14:30:36.895Z,5,5,,"Ótimo app, com dicas que aliviam o devir do nosso ciclo.",,,3.6.9.6,0,,,,,,
2022-02-20T15:41:42.180Z,5,5,,"Já uso esse app a mais de um ano, usei outros mas esse é o melhor. Interface linda e muito fácil de usar.",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-01-29T16:06:00.412Z,5,5,,Simplismente amo este app. Tem uma precisão incrível. Utilizo a muito tempo ❤️,,,3.6.9.6,13,,,,,,
2022-02-05T00:08:03.156Z,5,5,,"Acho super prático de usar, perfeito para acompahar o ciclo.",,,3.6.9.6,0,,,,,,
2022-02-24T23:44:04.546Z,5,5,,"Utilizo há mais de 1 ano e acho ótimo. Me ajudou a verificar meus atrasos, mesmo usando pílula e assim descobri um mioma no útero.",,,3.6.9.6,0,,,,,,
2022-02-28T13:17:46.703Z,5,5,,Acho ótimo esse app pq nos auxilia nesse periodo menstrual que muita das vezes é tenso.,2022-03-03T17:05:40.911Z,Obrigado por sua apreciação e amor.,3.6.9.6,0,,,,,,
2022-03-12T14:13:55.779Z,4,4,,Ótimo e bem simplificado .,,,3.6.9.6,0,,,,,,
2022-04-12T15:56:33.618Z,4,4,,"to chateada com o app. no periodo de tpm ao inves de ter dicas sobre me ajudar fala sobre o que os homens pensam 🤯 eu to me lix@ndo pra eles, eu quero ajuda pra mim, é meu corpo, meu ciclo! acho que os desenvolvedores poderiam consultar mulheres pra fazer um app pra gente com a gente, e não pra ss preocupar em como ajudar o parceiro 🙄",,,3.6.9.6,0,,,,,,
2022-08-10T11:27:42.338Z,4,4,,Muito fácil e prático,,,3.6.9.6,0,,,,,,
2022-02-04T16:00:37.290Z,4,4,,Ótimo app depois de um tempo de uso a previsão fica perfeita,,,3.6.9.6,0,,,,,,
2022-05-27T14:17:22.490Z,1,1,,"Estou tentando me cadastrar, mas simplesmente não consigo digitar. Desenvolvedor, dá uma ajuda aí...",,,3.6.9.6,0,,,,,,
2022-02-06T12:41:52.547Z,5,5,,Eu uso esse aplicativo a anos. Ele é suber simples e bem eficiente.,,,3.6.9.6,0,,,,,,
2022-08-27T15:51:18.108Z,5,5,,"Gostei , Recomendo! Até agora não tiver nenhum problema com o app. Mostra tudo explicadinho.",,,3.6.9.6,0,vaf_never_display_negative_ads_impact,2,vaf_phase1_leaderboards,2,vaf_never_display_easy_to_use,1
2022-03-15T08:12:42.282Z,5,5,,Foi o app que mais acertou as datas de menstruação até agora. Não troco por nada,,,3.6.9.6,0,,,,,,
2022-06-27T18:03:02.334Z,5,5,,O APP é ótimo. Consegui engravidar por ele.,,,3.6.9.6,0,,,,,,
2022-01-31T22:29:33.976Z,5,5,,App muito bom! Ajuda demais a desenvolver o auto conhecimento,,,3.6.9.6,0,,,,,,
2022-07-04T14:22:28.769Z,3,3,,Não estou conseguindo fazer login da minha conta em meu celular novo para recuperar minha tabela e fala que meu email tá válido mas não loga,,,3.6.9.6,0,,,,,,
2022-05-31T16:45:53.708Z,5,5,,Super intuitivo!! Excelente,,,3.6.9.6,0,,,,,,
2022-03-17T00:25:51.865Z,5,5,,Um ótimo APP só que eu não sei como que eu posso mudar por que pensei que era 5 dias mas na verdade são 4 alguém pode me ajudar!?,,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
